INCI name,Hair penalty,Body penalty,Face penalty,Oral cavity penalty,Makeup penalty,Babies penalty,Classification,Functions,Origin
STEARYL ALCOHOL,None,None,None,None,None,None,['Fatty alcohol'],"['Emollient: Softens and smoothes the skin', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Foam boosting: Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Refatting: Restores lipids in hair or in upper layers of the skin']",[]
STEARYL METHACRYLATE/PERFLUOROOCTYLETHYL METHACRYLATE COPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,"['Synthetic polymer', 'PFAS']","['Film forming: Produces a continuous film on skin, hair or nails', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
STEVIA REBAUDIANA EXTRACT,None,None,None,None,None,None,[],['Flavouring agent: Gives an aroma to the cosmetic product'],['Vegetal']
STEVIA REBAUDIANA LEAF EXTRACT,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
STRONTIUM ACETATE,Low,Low,Low,Low,Low,Low,['Regulated'],"['Oral care/hygiene agent: Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)', 'Soothing: Helps to reduce the skin or scalp discomfort']",[]
STRONTIUM CHLORIDE,Low,Low,Low,Low,Low,Low,['Regulated'],"['Oral care/hygiene agent: Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort']",[]
STRONTIUM HYDROXIDE,Low,Low,Low,Low,Low,Low,['Regulated'],['pH regulator: Stabilises the pH of cosmetics'],[]
STYRAX BENZOIN GUM,None,None,None,None,None,None,[],"['Film forming: Produces a continuous film on skin, hair or nails', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
STYRENE/ACRYLATES COPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,"['Regulated', 'Synthetic polymer']","['Film forming: Produces a continuous film on skin, hair or nails', 'Opacifying: Reduces transparency or translucency of cosmetics']",[]
SUCRALOSE,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Synthetic']
SUCROSE,None,None,None,None,None,None,[],"['Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort']","['Vegetal', 'Synthetic']"
SUCROSE LAURATE,None,None,None,None,None,None,['Nonionic surfactant'],"['Emollient: Softens and smoothes the skin', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Skin conditioning: Maintains skin in good condition', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",['Vegetal']
SWIFTLET NEST EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],[]
SYMPHYTUM OFFICINALE ROOT EXTRACT,None,None,None,None,None,None,[],"['Anti dandruff: Helps fight against dandruff', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort']",['Vegetal']
SYNTHETIC BEESWAX,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
SYNTHETIC CANDELILLA WAX,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emollient: Softens and smoothes the skin', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
SYNTHETIC FLUORPHLOGOPITE,None,None,None,None,None,None,[],"['Bulking: Reduces apparent cosmetics density', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
SYNTHETIC JAPAN WAX,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emollient: Softens and smoothes the skin', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
SYNTHETIC JOJOBA OIL,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
SYNTHETIC WAX,Medium,Medium,Medium,Medium,Medium,Medium,['Mineral oil'],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine', 'Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']","['Synthetic', 'Mineral']"
TAED,Low,Low,Low,Low,Low,Low,[],['Bleaching: Lightens hair and complexion shades'],[]
TAGETES MINUTA FLOWER EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
TAGETES MINUTA FLOWER OIL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
TAGETES PATULA FLOWER EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],['Perfuming: Used for perfume and aromatic raw materials'],[]
TAGETES PATULA FLOWER OIL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Essential oil']",['Perfuming: Used for perfume and aromatic raw materials'],[]
TALC,Low,Strong,Low,Low,Low,Strong,['Regulated'],[],['Mineral']
TAPIOCA STARCH,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],['Viscosity controlling: Increases or decreases the viscosity of cosmetics'],['Vegetal']
TARAKTOGENOS KURZII SEED OIL,None,None,None,None,None,None,['Vegetable oil'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
TARTARIC ACID,None,None,None,None,None,None,[],"['pH regulator: Stabilises the pH of cosmetics', 'Masking: Reduces or inhibits the odor or basic taste of the product']",[]
TASMANNIA LANCEOLATA FRUIT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],[]
TBHQ,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",[]
TEA-CARBOMER,Medium,Medium,Medium,Medium,Medium,Medium,"['Regulated', 'TEA']","['Gel forming: Gives a liquid preparation the consistency of a gel', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
TEA-SALICYLATE,Medium,Medium,Medium,Medium,Medium,Medium,"['Regulated', 'TEA', 'Preservative']","['Preservative: Inhibits the development of microorganisms in cosmetic products', 'Stabilising: Improves ingredients or stability of the formula and shelf life', 'Uv filter: Filters certain UV rays to protect the skin or hair from the harmful effects of these rays']",['Synthetic']
TENSIOACTIFS ANIONIQUES,Medium,Medium,Medium,Medium,Medium,Medium,['Anionic surfactant'],[],[]
TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,Medium,Medium,Medium,Medium,Medium,Medium,"['UV chemical filter', 'Regulated']","['Stabilising: Improves ingredients or stability of the formula and shelf life', 'Uv absorber: Protects the cosmetic product from UV-light effects', 'Uv filter: Filters certain UV rays to protect the skin or hair from the harmful effects of these rays']",['Synthetic']
TERMINALIA CHEBULA FRUIT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],[]
TERMINALIA FERDINANDIANA FRUIT EXTRACT,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Bleaching: Lightens hair and complexion shades']",['Vegetal']
TERMINALIA FERDINANDIANA SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Emollient: Softens and smoothes the skin', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",['Vegetal']
TERPINEOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",[]
TERPINOLENE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Masking: Reduces or inhibits the odor or basic taste of the product'],[]
TETRAAMINOPYRIMIDINE SULFATE,Low,Low,Low,Low,Low,Low,"['Sulphate', 'Regulated', 'Hair dye']",[],[]
TETRABROMOPHENOL BLUE,Low,Low,Low,Low,Low,Low,"['Regulated', 'Hair dye']",['Hair dyeing: Colors the hair'],[]
TETRADECYL AMINOBUTYROYLVALYLAMINOBUTYRIC UREA TRIFLUOROACETATE,Medium,Medium,Medium,Medium,Medium,Medium,['PFAS'],['Skin conditioning: Maintains skin in good condition'],[]
TETRAHYDROXYPROPYL ETHYLENEDIAMINE,Medium,Medium,Medium,Medium,Medium,Medium,[],['Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],[]
TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials', 'Skin conditioning - miscellaneous: Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness']",[]
TETRAPHENYL DIMETHYL DISILOXANE,Medium,Medium,Medium,Medium,Medium,Medium,['Silicone'],['Skin conditioning: Maintains skin in good condition'],['Synthetic']
TETRASODIUM EDTA,Medium,Medium,Medium,Medium,Medium,Medium,['EDTA'],[],['Synthetic']
TETRASODIUM ETIDRONATE,Medium,Medium,Medium,Medium,Medium,Medium,['Regulated'],"['Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
TETRASODIUM GLUTAMATE DIACETATE,None,None,None,None,None,None,[],['Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],['Synthetic']
THEOBROMA CACAO EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
THEOBROMA CACAO SEED BUTTER,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",['Vegetal']
THEOBROMA CACAO SEED EXTRACT,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity']",['Vegetal']
THEOPHYLLINE,Strong,Strong,Strong,Strong,Strong,Strong,['Forbidden in Europe'],['Skin conditioning - miscellaneous: Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness'],[]
THIOGLYCOLIC ACID,Low,Low,Low,Low,Low,Low,['Regulated'],[],[]
THREONINE,None,None,None,None,None,None,[],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Hair waving or straightening: Modifies the chemical structure of the hair, to style it in the required style']",[]
THUJA OCCIDENTALIS BARK EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
THUJA OCCIDENTALIS LEAF,Low,Low,Low,Low,Low,Low,['Regulated'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
THUJA OCCIDENTALIS LEAF EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Bleaching: Lightens hair and complexion shades', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
THUJA OCCIDENTALIS LEAF OIL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Tonic: Produces a feeling of well-being on skin and hair', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
THUJA OCCIDENTALIS ROOT EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
THUJA OCCIDENTALIS STEM OIL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Essential oil']",['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
THYMUS SATUREIOIDES OIL,None,None,None,None,None,None,['Essential oil'],[],['Vegetal']
THYMUS SERPILLUM EXTRACT,None,None,None,None,None,None,[],[],['Vegetal']
THYMUS VULGARIS EXTRACT,None,None,None,None,None,None,[],"['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
THYMUS VULGARIS FLOWER/LEAF EXTRACT,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
THYMUS VULGARIS FLOWER/LEAF OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
THYMUS VULGARIS LEAF EXTRACT,None,None,None,None,None,None,[],['Skin protecting: Helps to avoid the harmful effects of external factors on the skin'],['Vegetal']
THYMUS VULGARIS LEAF OIL,None,None,None,None,None,None,['Essential oil'],"['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Preservative: Inhibits the development of microorganisms in cosmetic products']",['Vegetal']
THYMUS VULGARIS OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
THYMUS ZYGIS FLOWER OIL,None,None,None,None,None,None,['Essential oil'],['Masking: Reduces or inhibits the odor or basic taste of the product'],[]
TILIA CORDATA FLOWER EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
TILIA CORDATA OIL,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
TIN OXIDE,None,None,None,None,None,None,[],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine', 'Bulking: Reduces apparent cosmetics density', 'Opacifying: Reduces transparency or translucency of cosmetics', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Mineral']
TITANIUM DIOXIDE,Low,Low,Low,Strong,Strong,Low,"['Regulated', 'UV mineral filter']",[],['Mineral']
TOCOPHEROL,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning - miscellaneous: Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness', 'Skin conditioning - occlusive: Retarding the evaporation of water from the skin surface Occlusives are generally lipids which tend to remain on the skin surface and thus increase the water content of skin']","['Vegetal', 'Synthetic']"
TOCOPHERYL ACETATE,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Skin conditioning: Maintains skin in good condition']","['Vegetal', 'Synthetic']"
TOLUENE,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Regulated', 'VOC']","['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Solvent: Dissolves other substances']",[]
"TOLUENE-2,5-DIAMINE",Strong,Strong,Strong,Strong,Strong,Strong,"['Regulated', 'Hair dye']",[],['Synthetic']
"TOLUENE-2,5-DIAMINE SULFATE",Strong,Strong,Strong,Strong,Strong,Strong,"['Sulphate', 'Regulated', 'Hair dye']",[],[]
TOSYLAMIDE/EPOXY RESIN,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],"['Film forming: Produces a continuous film on skin, hair or nails', 'Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked']",['Synthetic']
TRANS-2-HEXENAL,Low,Low,Low,Low,Low,Low,['Regulated'],['Perfuming: Used for perfume and aromatic raw materials'],[]
TRANS-ANETHOLE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
TRANS-ROSE KETONE-1,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
TRANS-ROSE KETONE-2,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Perfuming: Used for perfume and aromatic raw materials'],[]
TRANS-ROSE KETONE-3,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Perfuming: Used for perfume and aromatic raw materials'],[]
TREHALOSE,None,None,None,None,None,None,[],"['Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Moisturising: Increases the water content of the skin and helps keep it smooth and smooth']",[]
TRIACONTANYL PVP,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],"['Film forming: Produces a continuous film on skin, hair or nails', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
TRIBEHENIN,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",[]
TRIBUTYL CITRATE,Strong,Strong,Strong,Strong,Strong,Strong,['Suspected endocrine disruptor'],"['Film forming: Produces a continuous film on skin, hair or nails', 'Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked', 'Solvent: Dissolves other substances']",[]
TRICLOCARBAN,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Regulated', 'Preservative']","['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Deodorant: Reduces or masks unpleasant body odors', 'Preservative: Inhibits the development of microorganisms in cosmetic products']",[]
TRICLOSAN,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Regulated', 'Preservative']","['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Deodorant: Reduces or masks unpleasant body odors', 'Preservative: Inhibits the development of microorganisms in cosmetic products']",['Synthetic']
TRIDECANE,Low,Low,Low,Low,Low,Low,['VOC'],['Perfuming: Used for perfume and aromatic raw materials'],[]
TRIDECETH-12,Medium,Medium,Medium,Medium,Medium,Medium,['Ethoxylated compound'],"['Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",[]
TRIDECETH-6,Medium,Medium,Medium,Medium,Medium,Medium,['Ethoxylated compound'],"['Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",[]
TRIDECYL SALICYLATE,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
TRIDECYL TRIMELLITATE,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",[]
TRIETHANOLAMINE,Medium,Medium,Medium,Medium,Medium,Medium,"['Regulated', 'TEA']",[],['Synthetic']
TRIETHOXYCAPRYLYLSILANE,Medium,Medium,Medium,Medium,Medium,Medium,[],['Binding agent: Allows the cohesion of different cosmetic ingredients'],['Synthetic']
TRIETHYL CITRATE,None,None,None,None,None,None,[],"['Deodorant: Reduces or masks unpleasant body odors', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked', 'Solvent: Dissolves other substances', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics', 'Perfuming: Used for perfume and aromatic raw materials']","['Vegetal', 'Synthetic']"
TRIETHYLENE GLYCOL,Low,Low,Low,Low,Low,Low,['Glycol'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics', 'Perfuming: Used for perfume and aromatic raw materials']",[]
TRIETHYLENE GLYCOL ROSINATE,Low,Low,Low,Low,Low,Low,"['Glycol', 'Rosin']","['Film forming: Produces a continuous film on skin, hair or nails', 'Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked']","['Vegetal', 'Synthetic']"
TRIETHYLHEXYL TRIMELLITATE,Strong,Strong,Strong,Strong,Strong,Strong,['Suspected endocrine disruptor'],"['Emollient: Softens and smoothes the skin', 'Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked', 'Skin conditioning: Maintains skin in good condition']",[]
TRIFLUOROACETYL TRIPEPTIDE-2,Medium,Medium,Medium,Medium,Medium,Medium,['PFAS'],"['Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",[]
TRIFLUOROMETHYL C1-4 ALKYL DIMETHICONE,Medium,Medium,Medium,Medium,Medium,Medium,"['Silicone', 'PFAS']","['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
TRIFLUOROPROPYL CYCLOPENTASILOXANE,Medium,Medium,Medium,Medium,Medium,Medium,"['Silicone', 'PFAS']","['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
TRIFLUOROPROPYL CYCLOTETRASILOXANE,Medium,Medium,Medium,Medium,Medium,Medium,"['Silicone', 'PFAS']","['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
TRIFLUOROPROPYL DIMETHICONE,Medium,Medium,Medium,Medium,Medium,Medium,"['Silicone', 'PFAS']","['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
TRIFLUOROPROPYL DIMETHICONE/TRIFLUOROPROPYL DIVINYLDIMETHICONE CROSSPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,"['Silicone', 'Synthetic polymer', 'PFAS']","['Skin conditioning: Maintains skin in good condition', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Synthetic']
TRIFLUOROPROPYLDIMETHYL/TRIMETHYLSILOXYSILICATE,Medium,Medium,Medium,Medium,Medium,Medium,['PFAS'],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",[]
TRIFOLIUM PRATENSE EXTRACT,None,None,None,None,None,None,[],"['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
TRIGONELLA FOENUM-GRAECUM SEED EXTRACT,None,None,None,None,None,None,[],"['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
TRIHYDROXYPALMITAMIDOHYDROXYPROPYL MYRISTYL ETHER,Medium,Medium,Medium,Medium,Medium,Medium,[],['Skin conditioning: Maintains skin in good condition'],[]
TRIMELLITIC ANHYDRIDE,Strong,Strong,Strong,Strong,Strong,Strong,[],['Unclassified: Unclassified'],[]
TRIMETHYLBENZENEPROPANOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",[]
TRIMETHYLBENZOPHENONE,Medium,Medium,Medium,Medium,Medium,Medium,[],['Stabilising: Improves ingredients or stability of the formula and shelf life'],['Synthetic']
TRIMETHYLBENZOYL DIPHENYLPHOSPHINE OXIDE,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Regulated', 'Forbidden in Europe']",['Skin conditioning: Maintains skin in good condition'],['Synthetic']
TRIMETHYLCYCLOPENTENYL DIMETHYLISOPENTENOL,Strong,Strong,Strong,Strong,Strong,Strong,['Suspected endocrine disruptor'],['Perfuming: Used for perfume and aromatic raw materials'],[]
TRIMETHYLCYCLOPENTENYL METHYLISOPENTENOL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Masking: Reduces or inhibits the odor or basic taste of the product'],[]
TRIMETHYLOLPROPANE TRIACRYLATE,Strong,Strong,Strong,Strong,Strong,Strong,['Forbidden in Europe'],"['Film forming: Produces a continuous film on skin, hair or nails', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Hair fixing: Allows hair style control']",[]
TRIMETHYLOLPROPANE TRIMETHACRYLATE,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],"['Film forming: Produces a continuous film on skin, hair or nails']",['Synthetic']
TRIMETHYLSILOXYSILICATE,Medium,Medium,Medium,Medium,Medium,Medium,['Silicone'],"['Antifoaming: Removes foam during manufacturing / reduces foam formation in liquid finished products', 'Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
TRIMETHYLSILYLAMODIMETHICONE,Medium,Medium,Medium,Medium,Medium,Medium,['Silicone'],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
TRIPHENYL PHOSPHATE,Strong,Strong,Strong,Strong,Strong,Strong,['Suspected endocrine disruptor'],"['Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked']",[]
TRIPOTASSIUM EDTA,Medium,Medium,Medium,Medium,Medium,Medium,['EDTA'],['Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],['Synthetic']
"TRIS(2,4-DI-TERT-BUTYLPHENYL) PHOSPHITE",Low,Low,Low,Low,Low,Low,[],[],[]
TRIS(NONYLPHENYL)PHOSPHITE,Strong,Strong,Strong,Strong,Strong,Strong,['Suspected endocrine disruptor'],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity']",[]
TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE,Medium,Medium,Medium,Medium,Medium,Medium,[],['Uv absorber: Protects the cosmetic product from UV-light effects'],[]
TRIS-BHT MESITYLENE,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity']",[]
